Rk,Team,G,Pts/G,TotPts,Att,Att/G,Yds,Avg,Yds/G,TD,Lng,1st,1st%,20+,40+,FUM
1,SanFrancisco49ers,16,30,480,548,34.2,2,654,4.8,165.9,25,75T,140,25.5,22,7,8
2,ClevelandBrowns,16,28,2,452,498,31.1,2,283,4.6,142.7,18,74T,121,24.3,14,3,3
3,MiamiDolphins,16,23,8,380,464,29.0,2,247,4.8,140.4,12,60T,109,23.5,18,2,7
4,BuffaloBills,16,23,6,378,468,29.2,2,130,4.6,133.1,21,57,122,26.1,14,3,10
5,DenverBroncos,16,18,6,297,482,30.1,2,085,4.3,130.3,15,70T,101,21.0,13,4,8
6,ChicagoBears,16,24,9,399,445,27.8,1,950,4.4,121.9,18,61T,99,22.2,12,3,3
7,KansasCityChiefs,16,19,4,311,437,27.3,1,938,4.4,121.1,10,44,102,23.3,5,2,8
8,IndianapolisColts,16,24,5,392,409,25.6,1,926,4.7,120.4,12,57T,93,22.7,10,2,4
9,WashingtonRedskins,16,23,9,383,423,26.4,1,916,4.5,119.8,19,35,109,25.8,12,0,10
10,OaklandRaiders,16,24,1,385,421,26.3,1,881,4.5,117.6,18,64,94,22.3,10,5,11
11,TampaBayBuccaneers,16,23,1,369,427,26.7,1,875,4.4,117.2,15,42,102,23.9,7,1,4
12,CincinnatiBengals,16,19,7,315,412,25.8,1,812,4.4,113.2,12,60T,95,23.1,10,2,4
13,MinnesotaVikings,16,19,2,307,404,25.2,1,711,4.2,106.9,9,69,87,21.5,6,2,12
14,JacksonvilleJaguars,16,25,400,446,27.9,1,703,3.8,106.4,17,75T,93,20.9,10,2,7
15,DetroitLions,16,22,4,358,389,24.3,1,701,4.4,106.3,8,67,99,25.4,7,2,5
16,AtlantaFalcons,16,25,4,406,370,23.1,1,672,4.5,104.5,15,55T,95,25.7,12,1,6
17,LosAngelesRams,16,24,6,394,424,26.5,1,660,3.9,103.8,12,61,91,21.5,13,3,3
18,PhiladelphiaEagles,16,20,7,331,391,24.4,1,652,4.2,103.2,10,72T,89,22.8,14,4,2
19,NewOrleansSaints,16,28,4,454,396,24.8,1,626,4.1,101.6,19,75T,91,23.0,8,4,5
20,PittsburghSteelers,16,20,4,327,369,23.1,1,600,4.3,100.0,15,67,95,25.7,10,3,5
21,HoustonTexans,16,20,5,328,397,24.8,1,595,4.0,99.7,13,41T,87,21.9,8,1,8
22,NewYorkJets,16,25,6,409,428,26.8,1,581,3.7,98.8,11,58T,86,20.1,12,3,12
23,SanDiegoChargers,16,26,4,423,410,25.6,1,567,3.8,97.9,20,40,98,23.9,12,1,6
24,ArizonaCardinals,16,22,6,362,424,26.5,1,518,3.6,94.9,16,49,90,21.2,6,1,11
25,GreenBayPackers,16,24,2,388,376,23.5,1,515,4.0,94.7,11,75T,80,21.3,8,2,1
26,SeattleSeahawks,16,18,2,292,441,27.6,1,487,3.4,92.9,16,34,94,21.3,5,0,8
27,CarolinaPanthers,16,25,1,402,376,23.5,1,465,3.9,91.6,11,75T,90,23.9,7,3,5
28,BaltimoreRavens,16,20,1,321,384,24.0,1,430,3.7,89.4,10,85T,74,19.3,4,1,10
29,NewEnglandPatriots,16,15,6,250,368,23.0,1,417,3.9,88.6,6,45,81,22.0,3,1,11
29,NewYorkGiants,16,17,8,284,397,24.8,1,417,3.6,88.6,10,33,82,20.7,5,0,5
31,TennesseeTitans,16,23,6,378,356,22.2,1,413,4.0,88.3,10,68T,70,19.7,10,3,5
32,DallasCowboys,16,19,1,306,340,21.2,1,336,3.9,83.5,9,36,79,23.2,6,0,8